,index,Filepath,Label
680,35784,kaggle\archive\train\FRILL BACK PIGEON\015.jpg,FRILL BACK PIGEON
681,35785,kaggle\archive\train\FRILL BACK PIGEON\016.jpg,FRILL BACK PIGEON
682,35786,kaggle\archive\train\FRILL BACK PIGEON\017.jpg,FRILL BACK PIGEON
683,35787,kaggle\archive\train\FRILL BACK PIGEON\018.jpg,FRILL BACK PIGEON
684,35788,kaggle\archive\train\FRILL BACK PIGEON\019.jpg,FRILL BACK PIGEON
685,35789,kaggle\archive\train\FRILL BACK PIGEON\020.jpg,FRILL BACK PIGEON
686,35790,kaggle\archive\train\FRILL BACK PIGEON\021.jpg,FRILL BACK PIGEON
687,35791,kaggle\archive\train\FRILL BACK PIGEON\022.jpg,FRILL BACK PIGEON
688,35792,kaggle\archive\train\FRILL BACK PIGEON\023.jpg,FRILL BACK PIGEON
689,35793,kaggle\archive\train\FRILL BACK PIGEON\024.jpg,FRILL BACK PIGEON
690,35794,kaggle\archive\train\FRILL BACK PIGEON\025.jpg,FRILL BACK PIGEON
691,35795,kaggle\archive\train\FRILL BACK PIGEON\026.jpg,FRILL BACK PIGEON
692,35796,kaggle\archive\train\FRILL BACK PIGEON\027.jpg,FRILL BACK PIGEON
693,35797,kaggle\archive\train\FRILL BACK PIGEON\028.jpg,FRILL BACK PIGEON
694,35798,kaggle\archive\train\FRILL BACK PIGEON\029.jpg,FRILL BACK PIGEON
695,35799,kaggle\archive\train\FRILL BACK PIGEON\030.jpg,FRILL BACK PIGEON
696,35800,kaggle\archive\train\FRILL BACK PIGEON\031.jpg,FRILL BACK PIGEON
697,35801,kaggle\archive\train\FRILL BACK PIGEON\032.jpg,FRILL BACK PIGEON
698,35802,kaggle\archive\train\FRILL BACK PIGEON\033.jpg,FRILL BACK PIGEON
699,35803,kaggle\archive\train\FRILL BACK PIGEON\034.jpg,FRILL BACK PIGEON
700,35804,kaggle\archive\train\FRILL BACK PIGEON\035.jpg,FRILL BACK PIGEON
701,35805,kaggle\archive\train\FRILL BACK PIGEON\036.jpg,FRILL BACK PIGEON
702,35806,kaggle\archive\train\FRILL BACK PIGEON\037.jpg,FRILL BACK PIGEON
703,35807,kaggle\archive\train\FRILL BACK PIGEON\038.jpg,FRILL BACK PIGEON
704,35808,kaggle\archive\train\FRILL BACK PIGEON\039.jpg,FRILL BACK PIGEON
705,35809,kaggle\archive\train\FRILL BACK PIGEON\040.jpg,FRILL BACK PIGEON
706,35810,kaggle\archive\train\FRILL BACK PIGEON\041.jpg,FRILL BACK PIGEON
707,35811,kaggle\archive\train\FRILL BACK PIGEON\042.jpg,FRILL BACK PIGEON
708,35812,kaggle\archive\train\FRILL BACK PIGEON\043.jpg,FRILL BACK PIGEON
709,35813,kaggle\archive\train\FRILL BACK PIGEON\044.jpg,FRILL BACK PIGEON
710,35814,kaggle\archive\train\FRILL BACK PIGEON\045.jpg,FRILL BACK PIGEON
711,35815,kaggle\archive\train\FRILL BACK PIGEON\046.jpg,FRILL BACK PIGEON
712,35816,kaggle\archive\train\FRILL BACK PIGEON\047.jpg,FRILL BACK PIGEON
713,35817,kaggle\archive\train\FRILL BACK PIGEON\048.jpg,FRILL BACK PIGEON
714,35818,kaggle\archive\train\FRILL BACK PIGEON\049.jpg,FRILL BACK PIGEON
715,35819,kaggle\archive\train\FRILL BACK PIGEON\050.jpg,FRILL BACK PIGEON
716,35820,kaggle\archive\train\FRILL BACK PIGEON\051.jpg,FRILL BACK PIGEON
717,35821,kaggle\archive\train\FRILL BACK PIGEON\052.jpg,FRILL BACK PIGEON
718,35822,kaggle\archive\train\FRILL BACK PIGEON\053.jpg,FRILL BACK PIGEON
719,35823,kaggle\archive\train\FRILL BACK PIGEON\054.jpg,FRILL BACK PIGEON
720,35824,kaggle\archive\train\FRILL BACK PIGEON\055.jpg,FRILL BACK PIGEON
721,35825,kaggle\archive\train\FRILL BACK PIGEON\056.jpg,FRILL BACK PIGEON
722,35826,kaggle\archive\train\FRILL BACK PIGEON\057.jpg,FRILL BACK PIGEON
723,35827,kaggle\archive\train\FRILL BACK PIGEON\058.jpg,FRILL BACK PIGEON
724,35828,kaggle\archive\train\FRILL BACK PIGEON\059.jpg,FRILL BACK PIGEON
725,35829,kaggle\archive\train\FRILL BACK PIGEON\060.jpg,FRILL BACK PIGEON
726,35830,kaggle\archive\train\FRILL BACK PIGEON\061.jpg,FRILL BACK PIGEON
727,35831,kaggle\archive\train\FRILL BACK PIGEON\062.jpg,FRILL BACK PIGEON
728,35832,kaggle\archive\train\FRILL BACK PIGEON\063.jpg,FRILL BACK PIGEON
729,35833,kaggle\archive\train\FRILL BACK PIGEON\064.jpg,FRILL BACK PIGEON
730,35834,kaggle\archive\train\FRILL BACK PIGEON\065.jpg,FRILL BACK PIGEON
731,35835,kaggle\archive\train\FRILL BACK PIGEON\066.jpg,FRILL BACK PIGEON
732,35836,kaggle\archive\train\FRILL BACK PIGEON\067.jpg,FRILL BACK PIGEON
733,35837,kaggle\archive\train\FRILL BACK PIGEON\068.jpg,FRILL BACK PIGEON
734,35838,kaggle\archive\train\FRILL BACK PIGEON\069.jpg,FRILL BACK PIGEON
735,35839,kaggle\archive\train\FRILL BACK PIGEON\070.jpg,FRILL BACK PIGEON
736,35840,kaggle\archive\train\FRILL BACK PIGEON\071.jpg,FRILL BACK PIGEON
737,35841,kaggle\archive\train\FRILL BACK PIGEON\072.jpg,FRILL BACK PIGEON
738,35842,kaggle\archive\train\FRILL BACK PIGEON\073.jpg,FRILL BACK PIGEON
739,35843,kaggle\archive\train\FRILL BACK PIGEON\074.jpg,FRILL BACK PIGEON
740,35844,kaggle\archive\train\FRILL BACK PIGEON\075.jpg,FRILL BACK PIGEON
741,35845,kaggle\archive\train\FRILL BACK PIGEON\076.jpg,FRILL BACK PIGEON
742,35846,kaggle\archive\train\FRILL BACK PIGEON\077.jpg,FRILL BACK PIGEON
743,35847,kaggle\archive\train\FRILL BACK PIGEON\078.jpg,FRILL BACK PIGEON
744,35848,kaggle\archive\train\FRILL BACK PIGEON\079.jpg,FRILL BACK PIGEON
745,35849,kaggle\archive\train\FRILL BACK PIGEON\080.jpg,FRILL BACK PIGEON
746,35850,kaggle\archive\train\FRILL BACK PIGEON\081.jpg,FRILL BACK PIGEON
747,35851,kaggle\archive\train\FRILL BACK PIGEON\082.jpg,FRILL BACK PIGEON
748,35852,kaggle\archive\train\FRILL BACK PIGEON\083.jpg,FRILL BACK PIGEON
749,35853,kaggle\archive\train\FRILL BACK PIGEON\084.jpg,FRILL BACK PIGEON
750,35854,kaggle\archive\train\FRILL BACK PIGEON\085.jpg,FRILL BACK PIGEON
751,35855,kaggle\archive\train\FRILL BACK PIGEON\086.jpg,FRILL BACK PIGEON
752,35856,kaggle\archive\train\FRILL BACK PIGEON\087.jpg,FRILL BACK PIGEON
753,35857,kaggle\archive\train\FRILL BACK PIGEON\088.jpg,FRILL BACK PIGEON
754,35858,kaggle\archive\train\FRILL BACK PIGEON\089.jpg,FRILL BACK PIGEON
755,35859,kaggle\archive\train\FRILL BACK PIGEON\090.jpg,FRILL BACK PIGEON
756,35860,kaggle\archive\train\FRILL BACK PIGEON\091.jpg,FRILL BACK PIGEON
757,35861,kaggle\archive\train\FRILL BACK PIGEON\092.jpg,FRILL BACK PIGEON
758,35862,kaggle\archive\train\FRILL BACK PIGEON\093.jpg,FRILL BACK PIGEON
759,35863,kaggle\archive\train\FRILL BACK PIGEON\094.jpg,FRILL BACK PIGEON
760,35864,kaggle\archive\train\FRILL BACK PIGEON\095.jpg,FRILL BACK PIGEON
761,35865,kaggle\archive\train\FRILL BACK PIGEON\096.jpg,FRILL BACK PIGEON
762,35866,kaggle\archive\train\FRILL BACK PIGEON\097.jpg,FRILL BACK PIGEON
763,35867,kaggle\archive\train\FRILL BACK PIGEON\098.jpg,FRILL BACK PIGEON
764,35868,kaggle\archive\train\FRILL BACK PIGEON\099.jpg,FRILL BACK PIGEON
765,35869,kaggle\archive\train\FRILL BACK PIGEON\100.jpg,FRILL BACK PIGEON
766,35870,kaggle\archive\train\FRILL BACK PIGEON\101.jpg,FRILL BACK PIGEON
767,35871,kaggle\archive\train\FRILL BACK PIGEON\102.jpg,FRILL BACK PIGEON
768,35872,kaggle\archive\train\FRILL BACK PIGEON\103.jpg,FRILL BACK PIGEON
769,35873,kaggle\archive\train\FRILL BACK PIGEON\104.jpg,FRILL BACK PIGEON
770,35874,kaggle\archive\train\FRILL BACK PIGEON\105.jpg,FRILL BACK PIGEON
771,35875,kaggle\archive\train\FRILL BACK PIGEON\106.jpg,FRILL BACK PIGEON
772,35876,kaggle\archive\train\FRILL BACK PIGEON\107.jpg,FRILL BACK PIGEON
773,35877,kaggle\archive\train\FRILL BACK PIGEON\108.jpg,FRILL BACK PIGEON
774,35878,kaggle\archive\train\FRILL BACK PIGEON\109.jpg,FRILL BACK PIGEON
775,35879,kaggle\archive\train\FRILL BACK PIGEON\110.jpg,FRILL BACK PIGEON
776,35880,kaggle\archive\train\FRILL BACK PIGEON\111.jpg,FRILL BACK PIGEON
777,35881,kaggle\archive\train\FRILL BACK PIGEON\112.jpg,FRILL BACK PIGEON
778,35882,kaggle\archive\train\FRILL BACK PIGEON\113.jpg,FRILL BACK PIGEON
779,35883,kaggle\archive\train\FRILL BACK PIGEON\114.jpg,FRILL BACK PIGEON
780,35884,kaggle\archive\train\FRILL BACK PIGEON\115.jpg,FRILL BACK PIGEON
781,35885,kaggle\archive\train\FRILL BACK PIGEON\116.jpg,FRILL BACK PIGEON
782,35886,kaggle\archive\train\FRILL BACK PIGEON\117.jpg,FRILL BACK PIGEON
783,35887,kaggle\archive\train\FRILL BACK PIGEON\118.jpg,FRILL BACK PIGEON
784,35888,kaggle\archive\train\FRILL BACK PIGEON\119.jpg,FRILL BACK PIGEON
785,35889,kaggle\archive\train\FRILL BACK PIGEON\120.jpg,FRILL BACK PIGEON
786,35890,kaggle\archive\train\FRILL BACK PIGEON\121.jpg,FRILL BACK PIGEON
787,35891,kaggle\archive\train\FRILL BACK PIGEON\122.jpg,FRILL BACK PIGEON
788,35892,kaggle\archive\train\FRILL BACK PIGEON\123.jpg,FRILL BACK PIGEON
789,35893,kaggle\archive\train\FRILL BACK PIGEON\124.jpg,FRILL BACK PIGEON
790,35894,kaggle\archive\train\FRILL BACK PIGEON\125.jpg,FRILL BACK PIGEON
791,35895,kaggle\archive\train\FRILL BACK PIGEON\126.jpg,FRILL BACK PIGEON
792,35896,kaggle\archive\train\FRILL BACK PIGEON\127.jpg,FRILL BACK PIGEON
793,35897,kaggle\archive\train\FRILL BACK PIGEON\128.jpg,FRILL BACK PIGEON
794,35898,kaggle\archive\train\FRILL BACK PIGEON\129.jpg,FRILL BACK PIGEON
795,35899,kaggle\archive\train\FRILL BACK PIGEON\130.jpg,FRILL BACK PIGEON
796,35900,kaggle\archive\train\FRILL BACK PIGEON\131.jpg,FRILL BACK PIGEON
797,35901,kaggle\archive\train\FRILL BACK PIGEON\132.jpg,FRILL BACK PIGEON
798,35902,kaggle\archive\train\FRILL BACK PIGEON\133.jpg,FRILL BACK PIGEON
799,35903,kaggle\archive\train\FRILL BACK PIGEON\134.jpg,FRILL BACK PIGEON
800,35904,kaggle\archive\train\FRILL BACK PIGEON\135.jpg,FRILL BACK PIGEON
801,35905,kaggle\archive\train\FRILL BACK PIGEON\136.jpg,FRILL BACK PIGEON
802,35906,kaggle\archive\train\FRILL BACK PIGEON\137.jpg,FRILL BACK PIGEON
803,35907,kaggle\archive\train\FRILL BACK PIGEON\138.jpg,FRILL BACK PIGEON
804,35908,kaggle\archive\train\FRILL BACK PIGEON\139.jpg,FRILL BACK PIGEON
805,35909,kaggle\archive\train\FRILL BACK PIGEON\140.jpg,FRILL BACK PIGEON
806,35910,kaggle\archive\train\FRILL BACK PIGEON\141.jpg,FRILL BACK PIGEON
807,35911,kaggle\archive\train\FRILL BACK PIGEON\142.jpg,FRILL BACK PIGEON
808,35912,kaggle\archive\train\FRILL BACK PIGEON\143.jpg,FRILL BACK PIGEON
809,35913,kaggle\archive\train\FRILL BACK PIGEON\144.jpg,FRILL BACK PIGEON
810,35914,kaggle\archive\train\FRILL BACK PIGEON\145.jpg,FRILL BACK PIGEON
811,35915,kaggle\archive\train\FRILL BACK PIGEON\146.jpg,FRILL BACK PIGEON
812,35916,kaggle\archive\train\FRILL BACK PIGEON\147.jpg,FRILL BACK PIGEON
813,35917,kaggle\archive\train\FRILL BACK PIGEON\148.jpg,FRILL BACK PIGEON
814,35918,kaggle\archive\train\FRILL BACK PIGEON\149.jpg,FRILL BACK PIGEON
815,35919,kaggle\archive\train\FRILL BACK PIGEON\150.jpg,FRILL BACK PIGEON
816,35920,kaggle\archive\train\FRILL BACK PIGEON\151.jpg,FRILL BACK PIGEON
817,35921,kaggle\archive\train\FRILL BACK PIGEON\152.jpg,FRILL BACK PIGEON
818,35922,kaggle\archive\train\FRILL BACK PIGEON\153.jpg,FRILL BACK PIGEON
819,35923,kaggle\archive\train\FRILL BACK PIGEON\154.jpg,FRILL BACK PIGEON
820,35924,kaggle\archive\train\FRILL BACK PIGEON\155.jpg,FRILL BACK PIGEON
821,35925,kaggle\archive\train\FRILL BACK PIGEON\156.jpg,FRILL BACK PIGEON
822,35926,kaggle\archive\train\FRILL BACK PIGEON\157.jpg,FRILL BACK PIGEON
823,35927,kaggle\archive\train\FRILL BACK PIGEON\158.jpg,FRILL BACK PIGEON
824,35928,kaggle\archive\train\FRILL BACK PIGEON\159.jpg,FRILL BACK PIGEON
825,35929,kaggle\archive\train\FRILL BACK PIGEON\160.jpg,FRILL BACK PIGEON
826,35930,kaggle\archive\train\FRILL BACK PIGEON\161.jpg,FRILL BACK PIGEON
827,35931,kaggle\archive\train\FRILL BACK PIGEON\162.jpg,FRILL BACK PIGEON
828,35932,kaggle\archive\train\FRILL BACK PIGEON\163.jpg,FRILL BACK PIGEON
829,35933,kaggle\archive\train\FRILL BACK PIGEON\164.jpg,FRILL BACK PIGEON
830,35934,kaggle\archive\train\FRILL BACK PIGEON\165.jpg,FRILL BACK PIGEON
831,35935,kaggle\archive\train\FRILL BACK PIGEON\166.jpg,FRILL BACK PIGEON
832,35936,kaggle\archive\train\FRILL BACK PIGEON\167.jpg,FRILL BACK PIGEON
833,35937,kaggle\archive\train\FRILL BACK PIGEON\168.jpg,FRILL BACK PIGEON
834,35938,kaggle\archive\train\FRILL BACK PIGEON\169.jpg,FRILL BACK PIGEON
835,35939,kaggle\archive\train\FRILL BACK PIGEON\170.jpg,FRILL BACK PIGEON
836,35940,kaggle\archive\train\FRILL BACK PIGEON\171.jpg,FRILL BACK PIGEON
837,35941,kaggle\archive\train\FRILL BACK PIGEON\172.jpg,FRILL BACK PIGEON
838,35942,kaggle\archive\train\FRILL BACK PIGEON\173.jpg,FRILL BACK PIGEON
839,35943,kaggle\archive\train\FRILL BACK PIGEON\174.jpg,FRILL BACK PIGEON
840,35944,kaggle\archive\train\FRILL BACK PIGEON\175.jpg,FRILL BACK PIGEON
841,35945,kaggle\archive\train\FRILL BACK PIGEON\176.jpg,FRILL BACK PIGEON
842,35946,kaggle\archive\train\FRILL BACK PIGEON\177.jpg,FRILL BACK PIGEON
843,35947,kaggle\archive\train\FRILL BACK PIGEON\178.jpg,FRILL BACK PIGEON
844,35948,kaggle\archive\train\FRILL BACK PIGEON\179.jpg,FRILL BACK PIGEON
845,35949,kaggle\archive\train\FRILL BACK PIGEON\180.jpg,FRILL BACK PIGEON
846,35950,kaggle\archive\train\FRILL BACK PIGEON\181.jpg,FRILL BACK PIGEON
847,35951,kaggle\archive\train\FRILL BACK PIGEON\182.jpg,FRILL BACK PIGEON
848,35952,kaggle\archive\train\FRILL BACK PIGEON\183.jpg,FRILL BACK PIGEON
849,35953,kaggle\archive\train\FRILL BACK PIGEON\184.jpg,FRILL BACK PIGEON
850,35954,kaggle\archive\train\FRILL BACK PIGEON\185.jpg,FRILL BACK PIGEON
851,35955,kaggle\archive\train\FRILL BACK PIGEON\186.jpg,FRILL BACK PIGEON
852,35956,kaggle\archive\train\FRILL BACK PIGEON\187.jpg,FRILL BACK PIGEON
853,35957,kaggle\archive\train\FRILL BACK PIGEON\188.jpg,FRILL BACK PIGEON
854,35958,kaggle\archive\train\FRILL BACK PIGEON\189.jpg,FRILL BACK PIGEON
855,35959,kaggle\archive\train\FRILL BACK PIGEON\190.jpg,FRILL BACK PIGEON
856,35960,kaggle\archive\train\FRILL BACK PIGEON\191.jpg,FRILL BACK PIGEON
857,35961,kaggle\archive\train\FRILL BACK PIGEON\192.jpg,FRILL BACK PIGEON
858,35962,kaggle\archive\train\FRILL BACK PIGEON\193.jpg,FRILL BACK PIGEON
859,35963,kaggle\archive\train\FRILL BACK PIGEON\194.jpg,FRILL BACK PIGEON
860,35964,kaggle\archive\train\FRILL BACK PIGEON\195.jpg,FRILL BACK PIGEON
861,35965,kaggle\archive\train\FRILL BACK PIGEON\196.jpg,FRILL BACK PIGEON
862,35966,kaggle\archive\train\FRILL BACK PIGEON\197.jpg,FRILL BACK PIGEON
863,35967,kaggle\archive\train\FRILL BACK PIGEON\198.jpg,FRILL BACK PIGEON
864,35968,kaggle\archive\train\FRILL BACK PIGEON\199.jpg,FRILL BACK PIGEON
865,35969,kaggle\archive\train\FRILL BACK PIGEON\200.jpg,FRILL BACK PIGEON
866,35970,kaggle\archive\train\FRILL BACK PIGEON\201.jpg,FRILL BACK PIGEON
867,35971,kaggle\archive\train\FRILL BACK PIGEON\202.jpg,FRILL BACK PIGEON
868,35972,kaggle\archive\train\FRILL BACK PIGEON\203.jpg,FRILL BACK PIGEON
869,35973,kaggle\archive\train\FRILL BACK PIGEON\204.jpg,FRILL BACK PIGEON
870,35974,kaggle\archive\train\FRILL BACK PIGEON\205.jpg,FRILL BACK PIGEON
871,35975,kaggle\archive\train\FRILL BACK PIGEON\206.jpg,FRILL BACK PIGEON
872,35976,kaggle\archive\train\FRILL BACK PIGEON\207.jpg,FRILL BACK PIGEON
873,35977,kaggle\archive\train\FRILL BACK PIGEON\208.jpg,FRILL BACK PIGEON
874,35978,kaggle\archive\train\FRILL BACK PIGEON\209.jpg,FRILL BACK PIGEON
875,44931,kaggle\archive\train\HOUSE FINCH\001.jpg,HOUSE FINCH
876,44932,kaggle\archive\train\HOUSE FINCH\002.jpg,HOUSE FINCH
877,44933,kaggle\archive\train\HOUSE FINCH\003.jpg,HOUSE FINCH
878,44934,kaggle\archive\train\HOUSE FINCH\004.jpg,HOUSE FINCH
879,44935,kaggle\archive\train\HOUSE FINCH\005.jpg,HOUSE FINCH
880,44936,kaggle\archive\train\HOUSE FINCH\006.jpg,HOUSE FINCH
881,44937,kaggle\archive\train\HOUSE FINCH\007.jpg,HOUSE FINCH
882,44938,kaggle\archive\train\HOUSE FINCH\008.jpg,HOUSE FINCH
883,44939,kaggle\archive\train\HOUSE FINCH\009.jpg,HOUSE FINCH
884,44940,kaggle\archive\train\HOUSE FINCH\010.jpg,HOUSE FINCH
885,44941,kaggle\archive\train\HOUSE FINCH\011.jpg,HOUSE FINCH
886,44942,kaggle\archive\train\HOUSE FINCH\012.jpg,HOUSE FINCH
887,44943,kaggle\archive\train\HOUSE FINCH\013.jpg,HOUSE FINCH
888,44944,kaggle\archive\train\HOUSE FINCH\014.jpg,HOUSE FINCH
889,44945,kaggle\archive\train\HOUSE FINCH\015.jpg,HOUSE FINCH
890,44946,kaggle\archive\train\HOUSE FINCH\016.jpg,HOUSE FINCH
891,44947,kaggle\archive\train\HOUSE FINCH\017.jpg,HOUSE FINCH
892,44948,kaggle\archive\train\HOUSE FINCH\018.jpg,HOUSE FINCH
893,44949,kaggle\archive\train\HOUSE FINCH\019.jpg,HOUSE FINCH
894,44950,kaggle\archive\train\HOUSE FINCH\020.jpg,HOUSE FINCH
895,44951,kaggle\archive\train\HOUSE FINCH\021.jpg,HOUSE FINCH
896,44952,kaggle\archive\train\HOUSE FINCH\022.jpg,HOUSE FINCH
897,44953,kaggle\archive\train\HOUSE FINCH\023.jpg,HOUSE FINCH
898,44954,kaggle\archive\train\HOUSE FINCH\024.jpg,HOUSE FINCH
899,44955,kaggle\archive\train\HOUSE FINCH\025.jpg,HOUSE FINCH
900,44956,kaggle\archive\train\HOUSE FINCH\026.jpg,HOUSE FINCH
901,44957,kaggle\archive\train\HOUSE FINCH\027.jpg,HOUSE FINCH
902,44958,kaggle\archive\train\HOUSE FINCH\028.jpg,HOUSE FINCH
903,44959,kaggle\archive\train\HOUSE FINCH\029.jpg,HOUSE FINCH
904,44960,kaggle\archive\train\HOUSE FINCH\030.jpg,HOUSE FINCH
905,44961,kaggle\archive\train\HOUSE FINCH\031.jpg,HOUSE FINCH
906,44962,kaggle\archive\train\HOUSE FINCH\032.jpg,HOUSE FINCH
907,44963,kaggle\archive\train\HOUSE FINCH\033.jpg,HOUSE FINCH
908,44964,kaggle\archive\train\HOUSE FINCH\034.jpg,HOUSE FINCH
909,44965,kaggle\archive\train\HOUSE FINCH\035.jpg,HOUSE FINCH
910,44966,kaggle\archive\train\HOUSE FINCH\036.jpg,HOUSE FINCH
911,44967,kaggle\archive\train\HOUSE FINCH\037.jpg,HOUSE FINCH
912,44968,kaggle\archive\train\HOUSE FINCH\038.jpg,HOUSE FINCH
913,44969,kaggle\archive\train\HOUSE FINCH\039.jpg,HOUSE FINCH
914,44970,kaggle\archive\train\HOUSE FINCH\040.jpg,HOUSE FINCH
915,44971,kaggle\archive\train\HOUSE FINCH\041.jpg,HOUSE FINCH
916,44972,kaggle\archive\train\HOUSE FINCH\042.jpg,HOUSE FINCH
917,44973,kaggle\archive\train\HOUSE FINCH\043.jpg,HOUSE FINCH
918,44974,kaggle\archive\train\HOUSE FINCH\044.jpg,HOUSE FINCH
919,44975,kaggle\archive\train\HOUSE FINCH\045.jpg,HOUSE FINCH
920,44976,kaggle\archive\train\HOUSE FINCH\046.jpg,HOUSE FINCH
921,44977,kaggle\archive\train\HOUSE FINCH\047.jpg,HOUSE FINCH
922,44978,kaggle\archive\train\HOUSE FINCH\048.jpg,HOUSE FINCH
923,44979,kaggle\archive\train\HOUSE FINCH\049.jpg,HOUSE FINCH
924,44980,kaggle\archive\train\HOUSE FINCH\050.jpg,HOUSE FINCH
925,44981,kaggle\archive\train\HOUSE FINCH\051.jpg,HOUSE FINCH
926,44982,kaggle\archive\train\HOUSE FINCH\052.jpg,HOUSE FINCH
927,44983,kaggle\archive\train\HOUSE FINCH\053.jpg,HOUSE FINCH
928,44984,kaggle\archive\train\HOUSE FINCH\054.jpg,HOUSE FINCH
929,44985,kaggle\archive\train\HOUSE FINCH\055.jpg,HOUSE FINCH
930,44986,kaggle\archive\train\HOUSE FINCH\056.jpg,HOUSE FINCH
931,44987,kaggle\archive\train\HOUSE FINCH\057.jpg,HOUSE FINCH
932,44988,kaggle\archive\train\HOUSE FINCH\058.jpg,HOUSE FINCH
933,44989,kaggle\archive\train\HOUSE FINCH\059.jpg,HOUSE FINCH
934,44990,kaggle\archive\train\HOUSE FINCH\060.jpg,HOUSE FINCH
935,44991,kaggle\archive\train\HOUSE FINCH\061.jpg,HOUSE FINCH
936,44992,kaggle\archive\train\HOUSE FINCH\062.jpg,HOUSE FINCH
937,44993,kaggle\archive\train\HOUSE FINCH\063.jpg,HOUSE FINCH
938,44994,kaggle\archive\train\HOUSE FINCH\064.jpg,HOUSE FINCH
939,44995,kaggle\archive\train\HOUSE FINCH\065.jpg,HOUSE FINCH
940,44996,kaggle\archive\train\HOUSE FINCH\066.jpg,HOUSE FINCH
941,44997,kaggle\archive\train\HOUSE FINCH\067.jpg,HOUSE FINCH
942,44998,kaggle\archive\train\HOUSE FINCH\068.jpg,HOUSE FINCH
943,44999,kaggle\archive\train\HOUSE FINCH\069.jpg,HOUSE FINCH
944,45000,kaggle\archive\train\HOUSE FINCH\070.jpg,HOUSE FINCH
945,45001,kaggle\archive\train\HOUSE FINCH\071.jpg,HOUSE FINCH
946,45002,kaggle\archive\train\HOUSE FINCH\072.jpg,HOUSE FINCH
947,45003,kaggle\archive\train\HOUSE FINCH\073.jpg,HOUSE FINCH
948,45004,kaggle\archive\train\HOUSE FINCH\074.jpg,HOUSE FINCH
949,45005,kaggle\archive\train\HOUSE FINCH\075.jpg,HOUSE FINCH
950,45006,kaggle\archive\train\HOUSE FINCH\076.jpg,HOUSE FINCH
951,45007,kaggle\archive\train\HOUSE FINCH\077.jpg,HOUSE FINCH
952,45008,kaggle\archive\train\HOUSE FINCH\078.jpg,HOUSE FINCH
953,45009,kaggle\archive\train\HOUSE FINCH\079.jpg,HOUSE FINCH
954,45010,kaggle\archive\train\HOUSE FINCH\080.jpg,HOUSE FINCH
955,45011,kaggle\archive\train\HOUSE FINCH\081.jpg,HOUSE FINCH
956,45012,kaggle\archive\train\HOUSE FINCH\082.jpg,HOUSE FINCH
957,45013,kaggle\archive\train\HOUSE FINCH\083.jpg,HOUSE FINCH
958,45014,kaggle\archive\train\HOUSE FINCH\084.jpg,HOUSE FINCH
959,45015,kaggle\archive\train\HOUSE FINCH\085.jpg,HOUSE FINCH
960,45016,kaggle\archive\train\HOUSE FINCH\086.jpg,HOUSE FINCH
961,45017,kaggle\archive\train\HOUSE FINCH\087.jpg,HOUSE FINCH
962,45018,kaggle\archive\train\HOUSE FINCH\088.jpg,HOUSE FINCH
963,45019,kaggle\archive\train\HOUSE FINCH\089.jpg,HOUSE FINCH
964,45020,kaggle\archive\train\HOUSE FINCH\090.jpg,HOUSE FINCH
965,45021,kaggle\archive\train\HOUSE FINCH\091.jpg,HOUSE FINCH
966,45022,kaggle\archive\train\HOUSE FINCH\092.jpg,HOUSE FINCH
967,45023,kaggle\archive\train\HOUSE FINCH\093.jpg,HOUSE FINCH
968,45024,kaggle\archive\train\HOUSE FINCH\094.jpg,HOUSE FINCH
969,45025,kaggle\archive\train\HOUSE FINCH\095.jpg,HOUSE FINCH
970,45026,kaggle\archive\train\HOUSE FINCH\096.jpg,HOUSE FINCH
971,45027,kaggle\archive\train\HOUSE FINCH\097.jpg,HOUSE FINCH
972,45028,kaggle\archive\train\HOUSE FINCH\098.jpg,HOUSE FINCH
973,45029,kaggle\archive\train\HOUSE FINCH\099.jpg,HOUSE FINCH
974,45030,kaggle\archive\train\HOUSE FINCH\100.jpg,HOUSE FINCH
975,45031,kaggle\archive\train\HOUSE FINCH\101.jpg,HOUSE FINCH
976,45032,kaggle\archive\train\HOUSE FINCH\102.jpg,HOUSE FINCH
977,45033,kaggle\archive\train\HOUSE FINCH\103.jpg,HOUSE FINCH
978,45034,kaggle\archive\train\HOUSE FINCH\104.jpg,HOUSE FINCH
979,45035,kaggle\archive\train\HOUSE FINCH\105.jpg,HOUSE FINCH
980,45036,kaggle\archive\train\HOUSE FINCH\106.jpg,HOUSE FINCH
981,45037,kaggle\archive\train\HOUSE FINCH\107.jpg,HOUSE FINCH
982,45038,kaggle\archive\train\HOUSE FINCH\108.jpg,HOUSE FINCH
983,45039,kaggle\archive\train\HOUSE FINCH\109.jpg,HOUSE FINCH
984,45040,kaggle\archive\train\HOUSE FINCH\110.jpg,HOUSE FINCH
985,45041,kaggle\archive\train\HOUSE FINCH\111.jpg,HOUSE FINCH
986,45042,kaggle\archive\train\HOUSE FINCH\112.jpg,HOUSE FINCH
987,45043,kaggle\archive\train\HOUSE FINCH\113.jpg,HOUSE FINCH
988,45044,kaggle\archive\train\HOUSE FINCH\114.jpg,HOUSE FINCH
989,45045,kaggle\archive\train\HOUSE FINCH\115.jpg,HOUSE FINCH
990,45046,kaggle\archive\train\HOUSE FINCH\116.jpg,HOUSE FINCH
991,45047,kaggle\archive\train\HOUSE FINCH\117.jpg,HOUSE FINCH
